website,email,phone,contacts.vk,contacts.instagram,contacts.facebook,avatar,schedule,label,location,metroStation,category,price.title,rating,parking,equipment,novice,children,description,workTime,facilities,special
http://www.rg-mirol.com/,rgmirol@gmail.com,89263410660,,https://instagram.com/wix/,,"https://static.wixstatic.com/media/dca6e8_34e753a697a94fb697793f355da41acc~mv2_d_2500_2600_s_4_2.png/v1/fill/w_122,h_127,al_c,q_85,usm_0.66_1.00_0.01/%D0%9B%D0%BE%D0%B3%D0%BE%20%D1%87%D0%B5%D1%80%D0%BD%D1%8B%D0%B9.webp",,"КХГ ""Мироль"" I Художественная гимнастика в Ново-Переделкино","Ленинские горы, МГУ",Баррикадная,sport,800,0,true,false,true,false,"Клубхудожественной гимнастики ""Мироль"" был открыт в 2012 г. в Москве. В  Клубе созданы условия для подготовки нового поколения здоровых и  физически развитых детей. С детьми работают квалифицированные тренеры по  художественной гимнастике, хореографы. Занятия включают в себя  спортивную подготовку, растяжку, работу с предметами, обучение элементам художественной гимнастики, хореографию. Организуются соревнования,  тренировочные сборы, открытые уроки и мастер-классы. Созданы   увлекательные программы для самых маленьких","пн-cр 11:00-16:00, пт 14:00-17:00",Раздевалка,"Первое занятие бесплатно, еженедельные мастер-классы"
http://10dance.info,10dance@inbox.ru,84993909404,https://vk.com/tsk10dance,https://www.instagram.com/professional_dance_studio10/,https://www.facebook.com/10dance.info/,https://sun9-2.userapi.com/c637627/v637627017/3af15/RVj81NTmr7U.jpg?ava=1,,"Спортивные бальные танцы,постановка свадебного танца",сталеваров 30,Баррикадная,dance,800,0,true,false,true,false,,пн-чт 9:00-16:00,Раздевалка,
http://www.lowadi.ru,info@owlient.eu,85558881414,,https://instagram.com/howrse_official/,http://www.facebook.com/Howrse,https://www.lowadi.com/media/equideo/image/marketing/deco/mobile-lowadi.png,,Разводите лошадей и управляйте конноспортивным комплексом,сталеваров 31,Баррикадная,other,800,0,true,false,true,false,,пн-cб 10:00-19:00,,
http://www.shvana.ru,shvanayoga@mail.ru,89777575474,,https://www.instagram.com/shvana.ru/,https://www.facebook.com/shvanayoga,,https://shvana.ru/raspisanie,Йога на Краснопресненской,сталеваров 32,Баррикадная,sport,800,0,true,false,true,false,,пн-чт 9:00-16:00,,
http://www.hc-grad.ru,,84956638300,,,http://www.facebook.com/,https://hc-grad.ru/images/common/grad-logo.png,http://hs-grad.ru/index.php/teams/schedule,"Хоккейный комплекс Град - хоккейная команда, каток, прокат коньков, аренда льда, СДЮСШОР",сталеваров 33,Баррикадная,sport_game,800,0,true,false,true,false,"Хоккейный комплекс «Град» предлагает арендовать ледовую площадку для индивидуальных и групповых тренировок фигуристов, детских и взрослых любительских хоккейных команд.","пн-ср 10:00-16:30, чт: 12:00-16:30, пт: 12:00-14:00",,
http://stasov.music.mos.ru/,dmsh36stasova@mail.ru,84951059691,,,,https://stasov.music.mos.ru/local/templates/tpk_main/html/pic/logo/1.png,https://stasov.music.mos.ru/education_activities/schedule/,ГБУДО г. Москвы «Детская музыкальная школа имени В.В. Стасова»,сталеваров 34,Баррикадная,music,800,0,true,false,true,false,"Государственное бюджетное учреждение дополнительного образования города Москвы ""Детская музыкальная школа имени В. В. Стасова""","

пн-пт 10:00-19:00",,
http://www.kolibristar.ru/,kolibristar@mail.ru,84951059691,http://vk.com/club30686427,http://instagram.com/kolibristar,,http://kolibristar.ru/wp-content/themes/colibri/images/logo.png,http://kolibristar.ru/category/raspisanie-zanyatiy/,Спорт клуб художественной гимнастики КолибриСтар,сталеваров 35,,sport,800,0,true,false,true,false,"Спортивный клуб «КолибриСтар» основан в 2006 году, где занимаются более 300 гимнасток. В клубе работают профессиональные тренеры,  хореографы-постановщики, преподаватели танцев и акробатики. Клуб  проводит ежегодные турниры по художественной гимнастике  «Снежинки» ,  «Мисс Валентинка» , «Весенние цветы», где принимают участие более 400  гимнасток ДЮСШ и СДЮШОР, Спортивных клубов г. Москвы , а так же из  других городов России. Ежегодно два раза в год Клуб проводит  спортивно-оздоровительные сборы. 
Гимнастки клуба являются призёрами и победителями Всероссийских и международных турниров. Задача клуба – воспитать новое поколение здоровых и успешных детей. Развивать в детях силу воли и спортивный характер","

пн-пт 10:00-19:00",,
http://www.chessmoscow.ru/index.php?topicID=5,ict@ynmoscow.ru,84951059691,,,,http://www.chessmoscow.ru/pictures/detschool-logo.png,,Москва Шахматная. Клуб,сталеваров 36,,sport_game,800,0,true,false,true,false,"Шахматный клуб имени девятого чемпиона мира Тиграна Вартановича Петросяна (ранее ШК «Спартак») является одним из ведущих шахматных  клубов не только в Москве, но и в России. В нем располагается Спортивная  школа олимпийского резерва «Юность Москвы» по шахматам  (структурное подразделение ФСО «Юность Москвы» Москомспорта),  воспитавшая целый ряд известных гроссмейстеров и мастеров, сборная  команда которой является многократным победителем юношеских первенств России.","

пн-пт 10:00-19:00",,
http://aleksandrov.music.mos.ru,dmshaleksandrova@culture.mos.ru,84951059691,,,,,https://aleksandrov.music.mos.ru/education_activities/schedule/,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ГОРОДА МОСКВЫ ""ДЕТСКАЯ МУЗЫКАЛЬНАЯ ШКОЛА ИМЕНИ А.Н. АЛЕКСАНДРОВА""",,,music,800,0,true,false,true,false,,,,
http://роо50.рф,info@joinsport.io,84951059691,https://vk.com/id428202092,,,https://st.joinsport.io/news/1029177/5e63f28aeb2a9_440x293.jpg,http://xn--50-emcai.xn--p1ai/tournament/1008558/calendar,НАРОДНЫЙ ХОККЕЙ 50+,"1-я Песчаная улица, 2А",,sport_game,800,0,true,false,true,false,,,,
http://www.sambo70.ru,bitza@sambo70.ru,84951059691,,,,http://xn---70-5cdf9dpu.xn--p1ai/file_handler.php?image=24768,http://xn---70-5cdf9dpu.xn--p1ai/sport/calendar,Самбо-70 - Добро пожаловать!,"2-я Песчаная улица, 2А",,sport_wrestling,800,0,true,false,true,false,"Государственное бюджетное общеобразовательное учреждение города Москвы ""Центр спорта и образования ""Самбо-70"" Департамента спорта города Москвы (ГБОУ ""Центр спорта и образования ""Самбо-70"" Москомспорта)",,,
http://www.pfc-cska.com,pr@pfc-cska.com,84951059691,http://vk.com/pfc_cska,https://www.instagram.com/pfc_cska/,https://www.facebook.com/PFCCSKAMOSCOW/,https://www.pfc-cska.com/upload/iblock/aef/i_Jw7cgCC_X3.jpg https://sun1-92.userapi.com/c205828/v205828931/39415/WCdCDxiX5Dk.jpg?ava=1,https://events.pfc-cska.com/calendar,ПФК ЦСКА,"3-я Песчаная улица, 2А",,sport_game,800,0,true,false,true,false,,,,
http://www.bolshoi.ru,pr@bolshoi.ru,84951059691,http://vk.com/bolshoitheatre,http://instagram.com/bolshoi_theatre,http://www.facebook.com/bolshoitheatre,https://sun1-99.userapi.com/c824603/v824603359/feefa/it0PQuaFjr0.jpg?ava=1,,Большой театр,"4-я Песчаная улица, 2А",,dance,800,0,true,false,true,false,,,,
http://www.football-tv.ru,net@football-tv.ru,84951059691,,,https://www.facebook.com/,,,"Телеканал Футбол, Онлайн трансляции Чемпионшип, футбол онлайн","5-я Песчаная улица, 2А",,sport_game,800,0,true,false,true,false,,,Раздевалка,
http://www.sambo.ru/,sambo@sambo.ru,84951059691,https://vk.com/sambo_federation,https://www.instagram.com/sambo.federation/,https://www.facebook.com/sambo.federation/,https://sun9-72.userapi.com/c858216/v858216003/1a97b5/n1vlmSuqUus.jpg?ava=1,,Всероссийская федерация самбо,"Лужнецкая наб., 8",,sport_wrestling,800,0,true,false,true,false,,,,
http://www.naten.org,rabota@naten.org,84951059691,https://vk.com/ttnaten,https://www.instagram.com/ttnaten/?ref=badge,https://www.facebook.com/Naten.org,https://sun9-29.userapi.com/c637229/v637229510/2e49a/iKUv6eT4Uc4.jpg?ava=1,,Поиграть в настольный теннис в Москве! Клуб настольного тенниса NATEN,"улица 1905 года, 7с1",Улица 1905 года,sport_game,800,0,true,false,true,false,,,,
http://rg4u.clan.su/,rg4u@ya.ru,84951059691,,https://www.instagram.com/plastic_gymnastic/,,,http://rg4u.clan.su/tournaments/List_IRGT_FC.htm?calendar2020,Художественная гимнастика для Вас,"улица 1905 года, 7с2",,sport,800,0,true,false,true,false,,,,
http://www.avangard-football.ru,camp@avangard-football.ru,84951059691,https://vk.com/afm_avangard,https://www.instagram.com/afm_avangard/,,https://sun9-41.userapi.com/c855632/v855632265/1e0ed9/N7k_FlylvqU.jpg?ava=1,https://avangard-football.ru/novosti/akademii/raspisanie-onlajn-trenirovok-v-mae,Академия Футбольного Мастерства,"улица Адмирала Руднева, дом 4",Улица Горчакова,sport_game,800,0,true,false,true,false,,,Раздевалка,
http://www.wmfl.ru,info@amfr.ru,84951059691,https://vk.com/rfleague,https://www.instagram.com/rfleague,https://www.facebook.com/RFLeagueRUS/,https://st.joinsport.io/news/1031041/5e96f504e6a71_440x293.jpg https://sun9-16.userapi.com/c824604/v824604032/a4f7/kbvlwHSjL5E.jpg?ava=1,http://www.wmfl.ru/tournament/1006549/calendar?round_id=1012304,Женский футбол России,"улица Адмирала Руднева, дом 5",,sport_game,800,0,true,false,true,false,,,Раздевалка,
http://ff678.ru,supports-FamilySharing@2x-f58f31bc78fe9fe7be3565abccbecb34.png,84951059691,https://vk.com/ff678,https://www.instagram.com/ff678_official/,https://www.facebook.com/ff678,http://ff678.ru/images/map.png https://sun9-43.userapi.com/c848532/v848532624/1deac9/bPz9DJtQQ1U.jpg?ava=1,,"Российская федерация футбола «8 на 8», «7 на 7», «6 на 6»","Дмитровское шоссе, 71Б",Верхние Лихоборы,sport_game,800,0,true,false,true,false,,,,
http://www.russiabasket.ru,it@russiabasket.ru,84951059691,http://vk.com/russiabasket,http://instagram.com/russiabasket,http://facebook.com/russiabasket,http://russiabasket.ru:80/Files/Publications/qupt0lo2.jpg https://sun1-83.userapi.com/c858024/v858024658/1cebfc/63ztzs_DOxw.jpg?ava=1,,Главная страница / Российская Федерация Баскетбола,"Дмитровское шоссе, 71Б",Севастопольская,sport_game,800,0,true,false,true,false,,,,
http://ЦЕНТРБАЛЕТА.РФ,8b4e078a51d04e0e9efdf470027f0ec1@sentry.wixpress.com,84951059691,https://vk.com/centerballet,,https://www.facebook.com/centerballet/,"https://static.wixstatic.com/media/ccfb40_23ae4e50638e4cc19ab89c8c958adddf.jpg/v1/fill/w_181,h_121,al_c,q_80,usm_0.66_1.00_0.01,blur_2/ccfb40_23ae4e50638e4cc19ab89c8c958adddf.jpg https://sun9-52.userapi.com/c630017/v630017186/25735/M45hDWn9qbo.jpg?ava=1",https://www.xn--80aabpc9alyrf9a.xn--p1ai/raspisanie-i-ceny,Уроки хореографии для детей,Школа Танцы Балет Хореография,Севастопольская,dance,800,0,true,false,true,false,,,Раздевалка,
http://www.3Dballet.com,3dballet@mail.ru,84951059691,https://vk.com/mediabalet,https://www.instagram.com/russianmediaballet/,https://m.facebook.com/Russianmediaballet/,http://3dballet.com/wp-content/uploads/2018/06/Без-имени-1.png https://sun9-31.userapi.com/c604427/v604427685/2f18f/Jw_kpDAcgiI.jpg?ava=1,,Русский мультимедийный театр балета – Полномасштабные классические постановки без изменений в репертуаре,Русский мультимедийный театр балета,Севастопольская,dance,800,0,true,false,true,false,,,,
http://kosatka-club.ru/,kosatkaschool@yandex.ru,84951059691,https://vk.com/club28048932,,,http://kosatka-club.ru/wp-content/uploads/2019/10/20191027_143900-640x250.jpg https://sun1-21.userapi.com/hkAnv88ykilebuHtQ6pqHSFcpVxr1FHb3itf6w/H8JGZd7cC9A.jpg?ava=1,http://kosatka-club.ru/raspisanie/,КОСАТКА - клуб подводного плавания,Русский мультимедийный театр балета,Севастопольская,sport,800,0,true,false,true,false,,,,
http://russballet.ru,mk_rusbalet@mosreg.ru,84951059691,https://vk.com/russkij_balet,https://www.instagram.com/theatre_russian_ballet/,https://www.facebook.com/russkijbalet,https://sun9-35.userapi.com/c626424/v626424062/34a92/sU44xf4-GRw.jpg?ava=1,,Театр балета Русский балет,Волгоградский 121,Севастопольская,dance,800,0,true,false,true,false,,,Раздевалка,
http://www.залбокса.рф,,89258573167,,,,,,Зал бокса на автозаводской - залбокса.рф,Волгоградский 122,Севастопольская,sport_wrestling,800,0,true,false,false,false,,,,
http://www.orimen.ru,,89852325169,,,,,,Клуб настольного тенниса на Авиомоторной — ОримеН,Волгоградский 123,Севастопольская,sport_game,800,0,true,false,false,false,,,,
http://www.zildance.ru,welcome@zilcc.ru,84956461477,https://vk.com/,https://www.instagram.com/,,http://zildance.ru/images/logo.png,http://zildance.ru/raspisanie/,Школа бального танца Бруно Белоусова,Волгоградский 124,Севастопольская,dance,800,0,true,false,false,true,,,,
http://www.yalins.ru,anka_slepova@inbox.ru,84956831517,,,,http://www.yalins.ru/images/logo_main_zhenlee.jpg,,Питомник боксеров Жень Ли/ BOXER KENNEL ZHEN'LEE щенки боксера boxer puppies,Волгоградский 125,Севастопольская,other,800,0,true,false,false,true,,,,
http://rugby-slava.ru/,info@rugby.ru,84999787019,https://vk.com/rugbyslava,https://www.instagram.com/slavarugby/,,http://rugby-slava.ru/wp-content/uploads/2020/04/Sergej-Popov-zhurnal-400x200.jpg https://sun9-34.userapi.com/c852228/v852228112/9983a/PpqgcokcDYY.jpg?ava=1,,Официальный сайт регби-клуба Слава (Москва).,Волгоградский 126,Севастопольская,sport_game,800,0,true,false,false,true,,,,
http://hustledance.ru/forum/viewtopic.php?f=1&t=4626,info@interium.pro,84957772123,http://vk.com/msnus,,,http://snus.sitebuilding.ru/dance/mike_and_kate2.jpg,http://hustledance.ru/raspisanie-zanjatij,Танцевальный клуб ДВИЖЕНИЕ,,Севастопольская,dance,1250,0,true,false,false,true,,,,
http://spartanec.com/,ivanov@gmail.com,89999999999,,,,http://www.spartanec.com/upload/resize_cache/iblock/c71/1130_590_2/xc71216b9fee0970c91fa70e0da142df5.jpg.pagespeed.ic.H54RDuIJHp.jpg,,ДЮСШ «Спартанец» | Занятия баскетболом для детей в Москве | Школа баскетбола,,Севастопольская,sport_game,1250,0,true,false,false,true,,,,
http://WWW.SAMBO70.RU,khrustalny@sambo70.ru,84991342430,,,,http://xn---70-5cdf9dpu.xn--p1ai/file_handler.php?image=24768,http://xn---70-5cdf9dpu.xn--p1ai/sport/calendar,Самбо-70 - Добро пожаловать!,,Севастопольская,sport_wrestling,1250,0,true,false,false,true,,,,
http://www.rugby.ru,press@rugby.ru,89629033439,https://vk.com/rugby,https://www.instagram.com/official_rur/,https://www.facebook.com/RussianRugby,https://sun1-22.userapi.com/c850608/v850608552/142953/VnLkKBYqJS8.jpg?ava=1,,Федерация регби России,"Садовая-Кудринская улица, 11 с1",Баррикадная,sport_game,1250,0,true,false,false,true,,,,
http://Sunvolley.ru,info@sunvolley.ru,89268558812,https://vk.com/sunvolleyschool,https://www.instagram.com/SunvolleySchool/,,https://sun9-7.userapi.com/c206720/v206720019/11efd/-G67S22E8F8.jpg?ava=1,https://sunvolley.ru/raspisanie/,Школа волейбола Sunvolley. Обучение и тренировки по волейболу.,"Садовая-Кудринская улица, 11 с2",Пражская,sport_game,1250,0,true,false,false,true,,,,
http://самбо-70.рф,khrustalny@sambo70.ru,84991342430,,,,http://xn---70-5cdf9dpu.xn--p1ai/file_handler.php?image=24768,http://xn---70-5cdf9dpu.xn--p1ai/sport/calendar,Самбо-70 - Добро пожаловать!,"Садовая-Кудринская улица, 11 с3",Пражская,sport_wrestling,1250,0,true,false,false,true,,,,
http://votprikid.ru/,info@votprikid.ru,89684474885,,,,https://votprikid.ru:443/image/catalog/glavnaya/polo-2.png,,Печать на футболках от 15 минут в Москве - нанесение принта на футболке на заказ от 1 шт.,"Садовая-Кудринская улица, 11 с4",Пражская,other,1250,0,true,false,false,true,,,,
http://www.rusteam.permian.ru/,webmaster@permian.ru,,,,http://www.facebook.com/SbornayaRussia,http://rusteam.permian.ru/pictures/basic/sbornaya_rossii_200_200.jpg,,Сборная России по футболу. Новости. История. Статистика,"Садовая-Кудринская улица, 11 с5",Пражская,sport_game,1250,0,true,false,false,true,,,,
http://pfkloko.ru,pfkloko@mail.ru,88007751520,,,http://www.facebook.com/BeachSoccerClubLokomotiv,http://pfkloko.ru/wp-content/uploads/2016/07/IMG_3388.jpg,http://pfkloko.ru/season/schedule/,"ПФК ""Локомотив"" Москва | Официальный сайт пляжного футбольного клуба ""Локомотив"" Москва","Садовая-Кудринская улица, 11 с6",Пражская,sport_game,1250,0,true,false,false,false,,,,
https://mirsambo.com/,info@mirsambo.com,89162030494,http://vk.com/mirsambo,https://www.instagram.com/world_of_sambo/,https://www.facebook.com/pages/%D0%9C%D0%B8%D1%80-%D0%A1%D0%B0%D0%BC%D0%B1%D0%BE/411196695686539,https://sun9-49.userapi.com/c616830/v616830143/18d40/t55lYRRTA-U.jpg?ava=1,https://mirsambo.com/our-club/calendar/,Самбо в Москве,Спортивный клуб МИР САМБО,Пражская,sport_wrestling,1250,0,true,false,false,false,,,,
http://www.vestadance.ru/,info@vestadance.ru,27990771110,http://vk.com/vestaclub,,http://www.facebook.com/VestaDance,https://sun1-84.userapi.com/uT2XDi-niIn_XDQu5scv4AhGkw18tEO3Ew16nQ/6CZpc9BZNiw.jpg?ava=1,,"Школа танцев Vesta, обучение танцам, уроки танцев в группе и инивидуально, залы в аренду.",,Пражская,dance,1250,0,true,false,false,false,,,,
http://ivara.ru/,dance@ivara.ru,89261857072,https://vk.com/ivara,https://www.instagram.com/ivara.studio/,https://www.facebook.com/IvaraStudio/,https://ivara.ru/images/new/news/app_big.jpg https://sun1-15.userapi.com/c841123/v841123551/1fe66/piViJR43d6o.jpg?ava=1,https://ivara.ru/tseny.html,"Ивара — школа парных танцев в Москве: хастл, аргентинское танго, бачата, буги-вуги, west coast swing, сальса.","Нижняя Сыромятническая улица, 11с65",Курская (линия 5),dance,1250,0,true,false,false,false,,,,
http://fcunitra.ru,,89779919115,,,,http://fcunitra.ru/wp-content/uploads/2019/03/WhatsApp-Image-2018-06-28-at-12.43.32-2000x1500.jpeg,,"""Юнитра"" Москва — детско-юношеский футбольный клуб","Нижняя Сыромятническая улица, 11с66",Бунинская аллея,sport_game,1250,0,true,false,false,false,,,,
http://www.amfr.ru/,comdep@amfr.ru,84952232348,https://vk.com/amfr_official,https://www.instagram.com/amfr_official/,http://www.facebook.com/AMFRofficial,http://www.amfr.ru/local/templates/common/images/logo.png https://sun1-87.userapi.com/c631231/v631231740/35db2/LlMzbvPo6Oo.jpg?ava=1,http://www.amfr.ru/league/super/calendar/,Ассоциация мини-футбола России,"Нижняя Сыромятническая улица, 11с67",Бунинская аллея,sport_game,1250,0,true,false,false,false,,,,
http://tkachenko-boxclub.ru,vostok-sport@mail.ru,88007002421,,,,,http://tkachenko-boxclub.ru/ceny/,Школа Бокса Александра Ткаченко | Школа Бокса,"Нижняя Сыромятническая улица, 11с68",Бунинская аллея,sport_wrestling,1250,0,true,false,false,false,,,,
http://fitnessmania.ru,info@fitnessmania.ru,88007002421,https://vk.com/fitnessmania_lnsk,https://www.instagram.com/fitnessmania_lnsk/,https://www.facebook.com/fitnessmania.lnsk/,https://sun9-19.userapi.com/c837422/v837422349/45490/ihao2qFzdho.jpg?ava=1,https://fitnessmania.ru/raspisanie/,ФитнесМания — Фитнес-клуб в Москве на Ленинском проспекте,"Ленинский проспект, 146",Юго-Западная,sport,1250,0,true,false,false,false,,,,
https://fsjunior.com/rus/ru/,support@fsjunior.com,88007002421,http://vk.com/fsjuniorcom,https://instagram.com/explore/tags/%D1%84%D1%88%D1%8E%D0%BD%D0%B8%D0%BE%D1%80/,https://www.facebook.com/FSJuniorpage,https://fsjunior.com/Content/images/logo.png https://sun1-27.userapi.com/KcQXMQ4JnvJtlJsHa9QP279nicNKks5Y2dwmhQ/dozFVDyTEpo.jpg?ava=1,,Футбольная школа Юниор,"Ленинский проспект, 147",Марьино,sport_game,1250,0,true,false,false,false,,,,
http://naklenovom.ru,office@naklenovom.ru,88007002421,,,,,,"Спортивный центр ""на Кленовом""","Ленинский проспект, 149",Марьино,sport,1250,0,false,false,false,false,,,,
http://www.show-exclusive.ru,rita776@mail.ru,88007002421,https://vk.com/exclusive.show,https://www.instagram.com/exclusive_showballet/,https://www.facebook.com/showexclusive/,https://sun9-69.userapi.com/c624217/v624217152/4e335/IQ8qDTEmGgE.jpg?ava=1,,"Шоу-балет Эксклюзив - шоу балет в Москве, заказ шоу-балета, танцевальное шоу для мероприятий - Шоу-балет ""Эксклюзив""",,Марьино,dance,1250,0,false,false,false,false,,,,
http://Ramirashow.ru,,89258406312,https://vk.com/ramirashow,https://www.instagram.com/ramirashow/,https://www.facebook.com/ramirashow/,http://Ramirashow.ru/images/fb.png https://sun9-15.userapi.com/c850720/v850720364/1cdd6a/yTpxGb5DqSo.jpg?ava=1,,"Заказать танец живота в Москве, Восточные танцы, Восточное Шоу, Китайские, Вьетнамские, Корейские танцы, Цыганские танцы, Бразильское Шоу.",,Марьино,dance,1250,0,false,false,false,false,,,,
http://balletida.ru,info@balletida.ru,84994991768,http://vk.com/club77838259,http://instagram.com/idanko_ballet,https://www.facebook.com/BalletIdanko/timeline,https://balletida.ru/images/about/hp_2.jpg https://sun9-53.userapi.com/c630231/v630231394/50136/zwWC8t8roIo.jpg?ava=1,https://balletida.ru/raspisanie,Школа-студия балета 'Иданко' -  Сеть залов в Москве,,Марьино,dance,1250,0,false,false,false,false,,,,
http://www.hc-sokolniki.ru,hc-sokolniki@mail.ru,84957226367,http://vk.com/club163631010,http://www.instagram.com/hc_sokolniki,http://m.facebook.com/groups/178213216146608,"https://static.wixstatic.com/media/84770f_af4a8bf32767ed13ea218123feb91fc8.png/v1/fill/w_162,h_33,al_c,usm_0.66_1.00_0.01,blur_2/84770f_af4a8bf32767ed13ea218123feb91fc8.png https://vk.com/images/community_200.png?ava=1",https://www.hc-sokolniki.ru/schedule-and-results,ГЛАВНАЯ,"Хоккейный Клуб ""Сокольники""",Марьино,sport_game,1250,0,false,false,false,false,,,,
http://sambo-dolg.ru/,,,,,,http://sambo-dolg.ru/wp-content/uploads/2012/10/logo.png,,Клуб Боевое Самбо | Клуб спортинвной борьбы,,Марьино,sport_wrestling,1250,0,false,false,false,false,,,,
http://www.swimgym.ru,swim.gym@yandex.ru,84994329669,,https://www.instagram.com/swimgymclub/,https://www.facebook.com/swimandgymclub/,https://www.swimgym.ru/upload/images/pic-card.png,,"Фитнес-клуб на Проспекте Вернадского, Раменки — Swim & Gym",,Марьино,sport,1250,0,false,false,false,false,,,,
http://www.nosovschool.ru,info@nosovschool.ru,89636904994,http://vk.com/nosovschool2014,https://www.instagram.com/nosovschool.ru/?hl=ru,http://www.facebook.com/nosovschool,,http://www.nosovschool.ru/schedule/,Школа боевых искусств Дмитрия Носова,,Марьино,sport_wrestling,1250,0,false,false,false,false,,,,
http://www.amfr.ru,dr@amfr.ru,84952232348,https://vk.com/amfr_official,https://www.instagram.com/amfr_official/,http://www.facebook.com/AMFRofficial,http://www.amfr.ru/local/templates/common/images/logo.png https://sun1-87.userapi.com/c631231/v631231740/35db2/LlMzbvPo6Oo.jpg?ava=1,http://www.amfr.ru/league/super/calendar/,Ассоциация мини-футбола России,,Марьино,sport_game,1250,0,false,false,false,false,,,,
http://gradopolov-boxing.ru,,89265252175,https://vk.com/box_butovo,,,https://sun9-30.userapi.com/c840738/v840738827/7a737/HZO1YPoA7_8.jpg?ava=1,http://gradopolov-boxing.ru/raspisanie-zanyatiy-po-boksu.html,"Бокс в Бутово, секция бокса - Градополов Боксинг",Бокс в Бутово - Градополов Боксинг,Марьино,sport_wrestling,1250,0,false,false,false,false,,,,
http://www.cska-hockey.ru/,shop@cska-hockey.ru,88007000349,https://vk.com/hccska,https://www.instagram.com/hccska/,https://www.facebook.com/cska.hockey,https://sun1-27.userapi.com/c857228/v857228896/138d6e/Sn2TOgL2Yro.jpg?ava=1,https://cska-hockey.ru/calendar/,Профессиональный хоккейный клуб ЦСКА,ул. Автозаводская 23А,Автозаводская,sport_game,1000,0,false,false,false,false,,,,
http://mastersathletics.ru,mosathletics@mail.ru,,https://vk.com/athletics_veterans,,https://www.facebook.com/groups/1196907990424915,https://sun9-57.userapi.com/c630519/v630519309/3d3f3/kvZQpJwGpzY.jpg?ava=1,,Лёгкая атлетика. Ветераны — Легкая атлетика для атлетов старше 35 лет,,,sport,1000,0,false,false,false,false,,,,
http://balleta.ru,,89031503040,http://vk.com/balleta,,http://facebook.com/balletmoscow,http://balleta.ru/images/balet_nabor1.jpg https://sun1-24.userapi.com/1hE1U-gMwYi-uAeytAHnb2hmNI3dpVeZfOQGAw/j8sVpsshhsQ.jpg?ava=1,,"Школа-студия балета в Москве: балет для взрослых и детей, боди-балет","Большой Овчинниковский пер., 24с5",Новокузнецкая,dance,1000,0,false,false,false,false,,,,
http://football-mipt.ru/,org@football-mipt.ru,88005507984,https://vk.com/footballmipt,https://www.instagram.com/footballmipt/,https://www.facebook.com/footballmipt/,https://sun9-55.userapi.com/c636424/v636424766/10cd8/2aBmHu2w0d4.jpg?ava=1,,"Футбольный клуб ""Физтех""",,,sport_game,1000,0,false,false,false,false,,,,
http://fcmos.pro,info@fcmos.pro,84954097179,http://vk.com/fcmos_pro,http://instagram.com/fcmos.pro,http://facebook.com/Детская-Футбольная-ШКОЛА-1232379906854732,https://sun9-61.userapi.com/c604831/v604831828/2d4cf/nR0seovFfVw.jpg?ava=1,,"ФК ""Москва"" — Детская футбольная школа при Московской федерации футбола","ФК ""Москва"" - детская футбольная школа",,sport_game,1000,0,false,false,true,false,,,,
http://www.galladance.com/,hi@itech-group.ru,69714291725,http://vk.com/club20195808,https://www.instagram.com/galladance/,http://www.facebook.com/pages/%D0%A2%D0%B0%D0%BD%D1%86%D0%B5%D0%B2%D0%B0%D0%BB%D1%8C%D0%BD%D1%8B%D0%B5-%D0%BA%D0%BB%D1%83%D0%B1%D1%8B-GallaDance/152330564788203?ref=ts&amp,fref=ts,https://www.galladance.com/upload/iblock/17d/17dc51c2c195270c4ef170fedeeb91b6.png https://sun1-22.userapi.com/tSak8JW-XIlIp-rLHKEGiYYn6g5CZe5Z9T39mg/_KB0EtplAks.jpg?ava=1,https://www.galladance.com/schedule/?city=rostov-na-donu,"Краснопресненская набережная, 12",Улица 1905 года,dance,1000,0,false,false,true,false,,,,
http://chess-chertanovo.ru,chess1school@gmail.com,89265251947,https://vk.com/club150301776,,,https://sun9-3.userapi.com/c855416/v855416846/13f9cf/DSxuKLTDSMw.jpg?ava=1,,"Шахматный клуб ""Чертаново"" | Шахматы в Чертаново","м.Пражская, ул.Кировоградская, д.24/2",Люблино,sport_game,1000,0,false,false,true,false,,,,
http://dokschitser.music.mos.ru/,dmshdokshicera@culture.mos.ru,84996488148,https://vk.com/dokschitser,,,https://sun9-15.userapi.com/c845221/v845221164/f7786/R74ZRE7sL1o.jpg?ava=1,https://dokschitser.music.mos.ru/education_activities/schedule/,ГБУДО г. Москвы «Детская музыкальная школа имени Т.А. Докшицера»,Неманский проезд д.5 к.2,Люблино,music,1000,0,false,false,true,false,,,,
http://www.school-dance.ru,school-dance@mail.ru,89169707691,https://vk.com/balletschoolharmony,https://www.instagram.com/balletschoolharmony/,https://www.facebook.com/balletschoolharmony,http://school-dance.ru/wp-content/plugins/all-in-one-seo-pack/images/default-user-image.png https://sun9-56.userapi.com/c857032/v857032076/156605/Z-0Y_InLWfs.jpg?ava=1,,"АНОДО Хореографическая школа ""Гармония""","ул. Профсоюзная, 96",Люблино,dance,1000,0,false,false,true,false,,,,
